"学校名","别名"
蒙克顿大学,"蒙克顿大学,Université de Moncton,麦克敦大学,University de Moncton"
蒙特圣文森大学,"蒙特圣文森大学,Mount Saint Vincent University"
莫霍克应用艺术与技术学院,"莫霍克应用艺术与技术学院,Mohawk College of Applied Arts and Technology"
蒙特利尔大学工学院,"蒙特利尔大学工学院,École Polytechnique de Montréal, Université de Montréal,Université de Montréal,加拿大蒙特利尔大学"
马里亚诺波利斯学院,"马里亚诺波利斯学院,Marianopolis College"
玛丽-维克多汉学院,"玛丽-维克多汉学院,Cégep Marie-Victorin"
蒙特利尔大学高等商学院,"蒙特利尔大学高等商学院,HEC Montréal, Université de Montréal,Université de Montréal,加拿大蒙特利尔大学"
蒙特埃里森大学,"蒙特埃里森大学,Mount Allison University"
麦克马斯特神学院,"麦克马斯特神学院,McMaster Divinity College"
曼尼托巴贸易与技术学院,"曼尼托巴贸易与技术学院,Manitoba Institute of Trades and Technology"
南阿尔伯塔理工学院,"南阿尔伯塔理工学院,Southern Alberta Institute of Technology"
尼皮辛大学,"尼皮辛大学,Nipissing University"
尼亚加拉应用艺术与技术学院,"尼亚加拉应用艺术与技术学院,Niagara College of Applied Arts and Technology"
纽约理工学院温哥华分校,"纽约理工学院温哥华分校,New York Institute of Technology, Vancouver Campus,NYIT,New York Institute of Technology-Old Westbury,New York Institute of Technology"
乔治布朗应用艺术与技术学院,"乔治布朗应用艺术与技术学院,George Brown College of Applied Arts and Technology"
乔治亚应用艺术与技术学院,"乔治亚应用艺术与技术学院,Georgian College of Applied Arts and Technology"
圣汤姆斯大学,"圣汤姆斯大学,St. Thomas University"
索尔特应用艺术与技术学院,"索尔特应用艺术与技术学院,Sault College of Applied Arts and Technology"
圣力嘉应用艺术与技术学院,"圣力嘉应用艺术与技术学院,Seneca College of Applied Arts and Technology"
圣克莱尔应用艺术与技术学院,"圣克莱尔应用艺术与技术学院,St. Clair College of Applied Arts and Technology"
圣劳伦斯应用艺术与技术学院,"圣劳伦斯应用艺术与技术学院,St. Lawrence College of Applied Arts and Technology"
萨斯卡彻温大学,"萨斯卡彻温大学,University of Saskatchewan"
萨斯卡彻温理工学院,"萨斯卡彻温理工学院,Saskatchewan Polytechnic"
斯坦巴克圣经学院,"斯坦巴克圣经学院,Steinbach Bible College"
汤普森河大学,"汤普森河大学,Thompson Rivers University,TRU,汤姆逊河大学"
特伦特大学,"特伦特大学,Trent University"
天道大学学院与神学院,"天道大学学院与神学院,Tyndale University College and Seminary"
温哥华岛大学,"温哥华岛大学,Vancouver Island University"
温哥华社区学院,"温哥华社区学院,Vancouver Community College"
温尼伯大学,"温尼伯大学,The University of Winnipeg,University of Winnipeg"
威尔弗瑞德劳瑞尔大学,"威尔弗瑞德劳瑞尔大学,Wilfrid Laurier University"
瓦尼埃学院,"瓦尼埃学院,Vanier College"
维真学院,"维真学院,Regent College"
维耶蒙特利尔学校,"维耶蒙特利尔学校,Cégep du Vieux Montréal"
温哥华拉萨尔学院,"温哥华拉萨尔学院,Lasalle College Vancouver"
西三一大学,"西三一大学,Trinity Western University"
新喀里多尼亚学院,"新喀里多尼亚学院,College of New Caledonia"
新斯科舍社区学院,"新斯科舍社区学院,Nova Scotia Community College"
新不伦瑞克社区学院,"新不伦瑞克社区学院,New Brunswick Community College"
新斯科舍艺术与设计大学,"新斯科舍艺术与设计大学,NSCAD University,NSCAD,Nova Scotia College of Art and Design university"
谢尔丹学院,"谢尔丹学院,Sheridan College Institute of Technology and Advanced Learning,Sheridan College,雪尔顿学院,谢蕊丹学院"
新斯科舍农学院,"新斯科舍农学院,Nova Scotia Agricultural College"
新斯科舍艺术与设计学院,"新斯科舍艺术与设计学院,Nova Scotia College of Art and Design"
西雅图城市大学（不列颠哥伦比亚省）,"西雅图城市大学（不列颠哥伦比亚省）,City University of Seattle(British Columbia),City University of Seattle"
亚岗昆应用艺术与技术学院,"亚岗昆应用艺术与技术学院,Algonquin College of Applied Arts and Technology"
约翰阿伯特学院,"约翰阿伯特学院,John Abbott College"
约克维尔大学,"约克维尔大学,Yorkville University"
亚历山大学院,"亚历山大学院,Alexander College,Alexandria University,埃及亚历山大大学,جامعةالإسكندرية"
主教大学,"主教大学,Bishop‘s University,bishop's university"
阿克拉理工学院,"阿克拉理工学院,Accra Institute of Technology"
恩克鲁玛科技大学,"恩克鲁玛科技大学,Kwame Nkrumah University of Science and Technology"
发展研究大学,"发展研究大学,University for Development Studies"
谷景大学,"谷景大学,Valley View University"
温尼巴教育大学,"温尼巴教育大学,University of Education, Winneba"
奥什工艺大学,"奥什工艺大学,Ошский технологический университет имени академика М. Адышева"
奥什国立大学,"奥什国立大学,Ошский Государственный университет"
比什凯克国立大学,"比什凯克国立大学,Бишкекский государственный университет им. К.Карасаева"
国际医学大学,"国际医学大学,Международный медицинский университет"
吉尔吉斯斯坦国际大学,"吉尔吉斯斯坦国际大学,Международный Университет Кыргызстана"
吉尔吉斯-俄罗斯斯拉夫大学,"吉尔吉斯-俄罗斯斯拉夫大学,Кыргызско-Российский Славянский университет имени первого Президента Российской Федерации Б.Н. Ельцина"
吉尔吉斯斯坦-土耳其玛纳斯大学,"吉尔吉斯斯坦-土耳其玛纳斯大学,Кыргызско-Турецкий университет Манас"
吉尔吉斯朱苏普•巴拉萨根国立大学,"吉尔吉斯朱苏普•巴拉萨根国立大学,Кыргызский Национальный Университет Имени Жусупа Баласагына"
吉尔吉斯国立音乐学院,"吉尔吉斯国立音乐学院,Кыргызская Национальная Консерватория имени К Молдобасанова"
吉尔吉斯国立技术大学,"吉尔吉斯国立技术大学,Кыргызский Государственный Технический Университет имени И Раззакова"
吉尔吉斯国际大学,"吉尔吉斯国际大学,Международный университет Кыргызской Республики"
吉尔吉斯国立大学,"吉尔吉斯国立大学,Кыргызский Государственный Университет имени И Арабаева"
吉尔吉斯国立体育学院,"吉尔吉斯国立体育学院,Кыргызская государственная академия физической культуры и спорта"
吉尔吉斯国立建筑、交通与建筑学大学,"吉尔吉斯国立建筑、交通与建筑学大学,Кыргызский государственный университет строительства, транспорта и архитектуры имени Н.Исанова"
吉尔吉斯经济大学,"吉尔吉斯经济大学,Кыргызский экономический университет"
吉尔吉斯共和国外交部外交学院,"吉尔吉斯共和国外交部外交学院,Дипломатическая академия Министерства иностранных дел Кыргызской Республики имени Казы Дикамбаева"
伊塞克湖国立大学,"伊塞克湖国立大学,Иссык-Кульский государственный университет имени Касыма Тыныстанова"
中亚美国大学,"中亚美国大学,Американский Университет в Центральной Азии"
奥斯特拉发技术大学,"奥斯特拉发技术大学,VSB-Technical University of Ostrava"
奥帕瓦西里西亚大学,"奥帕瓦西里西亚大学,Silesian University in Opava"
比尔森西波西米亚大学,"比尔森西波西米亚大学,Západočeská Univerzita v Plzni"
布拉格表演艺术学院,"布拉格表演艺术学院,Akademie muzickych umeni v Praze,Academy of Performing Arts in Prague"
布尔诺理工大学,"布尔诺理工大学,Brno University of Technology"
查理大学,"查理大学,Univerzita Karlova,charles university"
赫拉德茨·克拉洛维大学,"赫拉德茨·克拉洛维大学,University of Hradec Králové"
金融与管理大学,"金融与管理大学,The University of Finance and Administration"
利贝雷茨技术大学,"利贝雷茨技术大学,Technical University of Liberec"
纽约大学布拉格分校,"纽约大学布拉格分校,University of New York in Prague"
斯科达汽车大学,"斯科达汽车大学,ŠKODA AUTO Vysoká škola o.p.s."
雅纳切克音乐艺术学院,"雅纳切克音乐艺术学院,Janáčkova akademie múzických umění v Brně"
政治与社会科学学院,"政治与社会科学学院,Academia Rerum Civilium – Vysoká škola politických a společenských věd"
IIC理工大学,"IIC理工大学,IIC University of Technology"
金边皇家大学,"金边皇家大学,The Royal University of Phnom Penh"
凯玛拉大学,"凯玛拉大学,Khemarak University"
帕拉贡国际大学,"帕拉贡国际大学,Paragon International University"
亚欧大学,"亚欧大学,Asia Euro University"
宾杜拉教育科学大学,"宾杜拉教育科学大学,Bindura University of Science Education"
非洲大学,"非洲大学,Africa University"
津巴布韦大学,"津巴布韦大学,University of Zimbabwe"
米德兰国立大学,"米德兰国立大学,Midlands State University"
奇伊诺理工大学,"奇伊诺理工大学,Chinhoyi Universtiy of Technology"
克罗地亚罗切斯特理工学院,"克罗地亚罗切斯特理工学院,RIT Croatia"
萨格勒布经济与管理学院,"萨格勒布经济与管理学院,Zagreb School of Economics and Management"
多哈研究生院,"多哈研究生院,Doha Institute for Graduate Studies"
布埃亚大学,"布埃亚大学,University of Buea"
杜阿拉大学高等经济与商业科学学校,"杜阿拉大学高等经济与商业科学学校,Ecole Supérieure des Sciences Economiques et Commerciales de l‘Université de Douala"
高等笔译、口译与传播学院,"高等笔译、口译与传播学院,Higher Institute of Translation, Interpreting and Communication (ISTIC)"
